version,1_2,1_3,1_4,1_5,2_3,2_4,2_5,3_4,3_5,4_5,num_stmt
1,0.9996431120628123,0.9989293361884368,0.9996431120628123,0.9996431120628123,0.9989293361884368,0.9992862241256245,0.9996431120628123,0.9992862241256245,0.9982155603140613,0.9989293361884368,2802
2,0.9992857142857143,0.9992857142857143,0.9978571428571429,0.9992857142857143,0.9992857142857143,0.9978571428571429,0.9985714285714286,0.9992857142857143,0.9978571428571429,0.995,1400
3,0.9994033412887828,0.9997016706443914,0.9997016706443914,0.9994033412887828,0.9997016706443914,0.9991050119331742,0.9985083532219571,0.9991050119331742,0.9991050119331742,0.9988066825775657,3352
4,0.9986449864498645,0.9995483288166215,0.9995483288166215,0.998193315266486,0.999096657633243,0.9995483288166215,0.999096657633243,0.9977416440831075,0.9986449864498645,0.998193315266486,2214
5,0.9992944496707432,0.9990592662276576,0.9997648165569144,0.9992944496707432,0.9995296331138288,0.9995296331138288,0.9992944496707432,0.9997648165569144,0.9992944496707432,0.9995296331138288,4252
6,0.9976,0.9996,0.9988,0.9996,0.9996,0.9984,0.9996,0.9996,0.9996,0.9996,2500
7,0.997867803837953,0.9994669509594882,0.9973347547974414,0.9984008528784648,0.9989339019189766,0.9984008528784648,0.9989339019189766,0.9994669509594882,0.9989339019189766,0.997867803837953,1876
8,0.9896373056994818,0.9948186528497409,0.9948186528497409,0.9948186528497409,0.9792746113989638,0.9844559585492227,0.9896373056994818,0.9689119170984456,0.9792746113989638,0.9896373056994818,193
9,0.9991181657848325,0.9991181657848325,0.9991181657848325,0.998236331569665,0.9986772486772487,0.9995590828924162,0.998236331569665,0.9986772486772487,0.9991181657848325,0.998236331569665,2268
10,0.9988888888888889,0.9988888888888889,0.9988888888888889,0.9994444444444445,0.9988888888888889,0.9983333333333333,0.9977777777777778,0.9988888888888889,0.9977777777777778,0.9994444444444445,1800
11,0.9958027282266527,0.9947534102833159,0.9947534102833159,0.9968520461699895,0.9989506820566632,0.9958027282266527,0.9968520461699895,0.9947534102833159,0.9958027282266527,0.9968520461699895,953
12,0.9968051118210862,0.9993610223642172,0.9961661341853035,0.9968051118210862,0.9968051118210862,0.9987220447284345,0.9980830670926517,0.9980830670926517,0.9987220447284345,0.9987220447284345,1565
13,0.9993834771886559,0.998766954377312,0.998766954377312,0.9975339087546239,0.998766954377312,0.9993834771886559,0.9993834771886559,0.9975339087546239,0.9981504315659679,0.998766954377312,1622
14,0.9986101459346769,0.9986101459346769,0.9993050729673384,0.9993050729673384,0.9986101459346769,0.9986101459346769,0.9993050729673384,0.9986101459346769,0.9993050729673384,0.9993050729673384,1439
15,0.998390989541432,0.999195494770716,0.995172968624296,0.997586484312148,0.999195494770716,0.999195494770716,0.999195494770716,0.999195494770716,0.999195494770716,0.997586484312148,1243
16,0.9991728701406121,0.9991728701406121,0.9983457402812241,0.9983457402812241,0.9991728701406121,0.9966914805624483,0.9975186104218362,0.9975186104218362,0.9991728701406121,0.9958643507030603,1209
17,0.9980430528375734,0.99706457925636,0.9990215264187867,0.9960861056751468,0.9960861056751468,0.99706457925636,0.9990215264187867,0.9990215264187867,0.9990215264187867,0.99706457925636,1022
18,0.9990205680705191,0.9970617042115573,0.9970617042115573,0.9960822722820764,0.9990205680705191,0.9980411361410382,0.9951028403525954,0.9980411361410382,0.9970617042115573,0.9960822722820764,1021
20,0.9991478483170004,0.9987217724755006,0.9995739241585002,0.9987217724755006,0.9987217724755006,0.9982956966340009,0.9978696207925011,0.9987217724755006,0.9991478483170004,0.9987217724755006,2347
21,0.9989361702127659,0.997872340425532,0.9989361702127659,0.997872340425532,0.997872340425532,0.9989361702127659,0.997872340425532,0.9968085106382979,0.9968085106382979,0.997872340425532,940
22,0.9946294307196563,0.9978517722878625,0.9967776584317938,0.9967776584317938,0.99140708915145,0.9967776584317938,0.9989258861439313,0.9978517722878625,0.9967776584317938,0.9989258861439313,931
23,0.9994805194805195,0.9994805194805195,0.9989610389610389,0.9979220779220779,0.9984415584415585,0.9984415584415585,0.9989610389610389,0.9994805194805195,0.9979220779220779,0.9994805194805195,1925
